query;clicks;conv_rate_fci;fci_conv;fci_ogp;gp_user_fci;gppi_fci;impressions;lci_conv;lci_ogp;search_ctr;search_counts;unique_users
wood therapy;473;0.011;13;493.989193916;1.630327373;0.068752845;7185;12;463.440293312;0.3858;1226;303
wood massage;32;0.0;0;0.0;0.0;0.0;547;0;0.0;0.4571;70;24
wood;74;0.005;3;129.39440155;0.270699585;0.06012751;2152;3;129.39440155;0.1182;626;478
woo;7;0.005;1;35.625;0.197916667;0.079520089;448;1;35.625;0.0354;198;180
wonen shoes;1;0.0;0;0.0;0.0;0.0;570;0;0.0;0.0333;30;1
wonder works;8;0.0;0;0.0;0.0;0.0;2487;0;0.0;0.0179;446;167
wonder;68;0.019;9;224.587905407;0.546442592;0.150932732;1488;8;213.422905445;0.1408;483;411
womè;15;0.002;1;4.318799973;0.01289194;0.004168726;1036;1;4.318799973;0.0353;425;335
women’s shoes;5;0.0;0;0.0;0.0;0.0;361;0;0.0;0.1282;39;6
women’s perfume;8;0.016;2;14.076800346;1.564088927;0.024062907;585;2;14.076800346;0.0625;128;9
women’s jewelry;7;0.0;0;0.0;0.0;0.0;537;0;0.0;0.1458;48;6
women’s haircut;86;0.02;4;46.944200039;1.467006251;0.042216007;1112;4;46.944200039;0.4195;205;32
women’s clothes;6;0.0;0;0.0;0.0;0.0;561;0;0.0;0.0571;105;8
women’s;6;0.0;0;0.0;0.0;0.0;467;0;0.0;0.0896;67;31
womens underwear;8;0.01;1;3.444000006;0.344400001;0.006161002;559;1;3.444000006;0.08;100;10
womens tops;37;0.059;7;30.370000601;1.898125038;0.028516432;1065;7;30.370000601;0.3109;119;16
womens top;1;0.0;0;0.0;0.0;0.0;483;0;0.0;0.0106;94;8
womens sunglasses;46;0.07;3;14.298099995;1.429809999;0.030101263;475;3;14.298099995;1.0698;43;10
womens socks;5;0.0;0;0.0;0.0;0.0;614;0;0.0;0.0694;72;7
womens shorts;19;0.0;0;0.0;0.0;0.0;642;0;0.0;0.2533;75;15
womens shoes;34;0.004;1;3.780600071;0.096938463;0.001039197;3638;1;3.780600071;0.1197;284;39
womens shirts;11;0.0;0;0.0;0.0;0.0;463;0;0.0;0.275;40;9
womens sex toys;34;0.0;0;0.0;0.0;0.0;778;0;0.0;0.4416;77;6
womens rings;26;0.0;0;0.0;0.0;0.0;1662;0;0.0;0.1126;231;14
womens perfume;82;0.008;3;22.235199928;0.427599999;0.005321972;4178;3;22.235199928;0.206;398;52
womens parfume;8;0.036;1;13.67840004;3.41960001;0.029289936;467;1;13.67840004;0.2857;28;4
womens pants;29;0.0;0;0.0;0.0;0.0;682;0;0.0;0.4462;65;17
womens jewelry;23;0.005;1;8.04090023;0.423205275;0.004626525;1738;1;8.04090023;0.125;184;19
womens jeans;16;0.0;0;0.0;0.0;0.0;886;0;0.0;0.25;64;11
womens health abd wellness;0;0.0;0;0.0;0.0;0.0;359;0;0.0;0.0;19;1
womens haircut;265;0.012;5;107.104797363;0.939515766;0.033904653;3159;5;107.104797363;0.6325;419;114
womens hair cut;39;0.007;1;15.207500458;0.380187511;0.014566571;1044;1;15.207500458;0.2549;153;40
womens gowns;4;0.0;0;0.0;0.0;0.0;763;0;0.0;0.058;69;1
womens gifts;6;0.0;0;0.0;0.0;0.0;1056;0;0.0;0.0759;79;3
womens earrings;10;0.0;0;0.0;0.0;0.0;2713;0;0.0;0.0413;242;4
womens dresses;6;0.0;0;0.0;0.0;0.0;805;0;0.0;0.1;60;9
womens dress pants;4;0.0;0;0.0;0.0;0.0;417;0;0.0;0.0976;41;3
womens clothing;35;0.029;5;38.87899971;1.214968741;0.025936624;1499;5;38.87899971;0.2059;170;32
womens clothese cotton;5;0.0;0;0.0;0.0;0.0;548;0;0.0;0.0943;53;1
womens clothes;56;0.0;0;0.0;0.0;0.0;2060;0;0.0;0.366;153;25
womens bras;13;0.0;0;0.0;0.0;0.0;459;0;0.0;0.3939;33;5
womens boots;16;0.008;1;4.242000103;0.192818186;0.003564706;1190;1;4.242000103;0.127;126;22
womens;85;0.0;0;0.0;0.0;0.0;4259;0;0.0;0.0865;983;549
women's watches;4;0.0;0;0.0;0.0;0.0;731;0;0.0;0.0348;115;3
women's toys;7;0.0;0;0.0;0.0;0.0;517;0;0.0;0.0511;137;3
women's perfume;2;0.0;0;0.0;0.0;0.0;534;0;0.0;0.0263;76;6
women's necklace;0;0.0;0;0.0;0.0;0.0;501;0;0.0;0.0;39;1
women's clothing;4;0.0;0;0.0;0.0;0.0;1098;0;0.0;0.0149;269;5
women's clothes;8;0.0;0;0.0;0.0;0.0;608;0;0.0;0.053;151;2
women's;3;0.0;0;0.0;0.0;0.0;656;0;0.0;0.0189;159;21
women toys;7;0.0;0;0.0;0.0;0.0;952;0;0.0;0.0933;75;7
women sunglasses;21;0.0;0;0.0;0.0;0.0;571;0;0.0;0.4375;48;11
women shoes;22;0.0;0;0.0;0.0;0.0;1440;0;0.0;0.1325;166;27
women shirts;11;0.0;0;0.0;0.0;0.0;536;0;0.0;0.1358;81;6
women rings;19;0.011;1;2.200599909;0.244511101;0.002564802;858;1;2.200599909;0.2159;88;9
women purfume;66;0.041;4;24.434700131;1.879592318;0.025190413;970;4;24.434700131;0.6735;98;13
women perfurme;4;0.0;0;0.0;0.0;0.0;1767;0;0.0;0.0253;158;1
women perfumes;13;0.0;0;0.0;0.0;0.0;862;0;0.0;0.0855;152;6
women perfume;90;0.002;1;11.996800423;0.2307077;0.002570009;4668;1;11.996800423;0.1879;479;52
women pants;13;0.0;0;0.0;0.0;0.0;583;0;0.0;0.1688;77;11
women pajamas;5;0.0;0;0.0;0.0;0.0;384;0;0.0;0.0833;60;8
women pack;1;0.0;0;0.0;0.0;0.0;1016;0;0.0;0.0114;88;1
women night gowns;2;0.0;0;0.0;0.0;0.0;466;0;0.0;0.0488;41;1
women necklace;4;0.0;0;0.0;0.0;0.0;419;0;0.0;0.125;32;4
women handbags;1;0.0;0;0.0;0.0;0.0;699;0;0.0;0.0053;189;3
