name,kind,state,lat,lon,population,variants
Grand Island,city,NE,40.92501,-98.34201,51440,GRI|Grand Ajland|Grand-Ajlend|Grandis Insula|ge lan de ai lan|geulaendeuaillaendeu|ghrand aysland|gramda ayalanda|grnd aylnd  nbraska|gurandoairando|Гранд Айланд|Гранд Ајланд|Гранд-Айленд|Ґранд-Айленд|غراند إيسلاند|گرند آیلند، نبراسکا|گرینڈ آئلینڈ، نیبراسکا|ग्रँड आयलंड|グランドアイランド|格蘭德艾蘭|그랜드아일랜드
Hastings,city,NE,40.58612,-98.38839,24924,Gastings|HSI|Khastings|Khejstings|hastynghs|hei si ting si|heisutinguzu|hystyngz  nbraska|Гастінгс|Хастингс|Хейстингс|Хејстингс|هاستينغس|هیستینگز، نبراسکا|ہیسٹنگز، نیبراسکا|ヘイスティングズ|黑斯廷斯
Kearney,city,NE,40.69946,-99.08148,33021,EAR|Karni|Kerni|Kirnehj|ka ni|kani|karni|karny  nbraska|kyarny|kyryny  nybraska|Карни|Карні|Керни|Кирнэй|كيارني|کارنی، نبراسکا|کیرینی، نیبراسکا|कार्नी|カーニー|卡尼|카니
La Vista,city,NE,41.18389,-96.03113,16921,La-Vista|la fysta|la wysta  nbraska|Ла Виста|Ла-Виста|Ла-Віста|لا فيستا|لا ویستا، نبراسکا|لا ویسٹا، نیبراسکا
Lexington,city,NE,40.78084,-99.7415,10075,LXN|Leksington|lksyngtn  nbraska|lyksnghtwn|Лексингтон|Лексінгтон|ليكسنغتون|لکسینگتن، نبراسکا|لیکسنگٹن، نیبراسکا
Lincoln,city,NE,40.8,-96.66696,294757,LNK|Lin'koln|Lincolnia|Linkal'n|Linkol'n|Linkoln|Linkolna|Linkolnas|Linkolns|Linkuln|lin ken|ling khxln|lingkeon|linkan|linkana|lnkn|lnkn  nybraska|lynkln  nbraska|lynqwln|rinkan|Λίνκολν|Линколн|Линкольн|Линкълн|Лінкальн|Лінкольн|Լինքոլն|לינקולן|لنكن|لنکن|لنکن، نیبراسکا|لینکلن، نبراسکا|लिंकन|लिङ्कन|லிங்கன்|ลิงคอล์น|ლინკოლნი|リンカーン|林肯|링컨
Norfolk,city,NE,42.02834,-97.417,24366,Norfok|OFK|narfwk  nybraska|nofoku|nopeog|nuo fu ke|nwrfk  nbraska|nwrfwk  nbraska|nwrfwlk|nwrpwq|Норфок|Норфолк|נורפוק|نارفوک، نیبراسکا|نورفولك|نورفوک، نبراسکا|نورفک، نبراسکا|ノーフォーク|諾福克|诺福克|노퍽
Omaha,city,NE,41.25626,-95.94043,486051,OMA|Omacha|Omakha|ao ma ha|awmaha|awmaha  nbraska|awmaha nbraska|xo ma ha|Ομάχα|Омаха|Օմահա|אומהה|أوماها|اوماها نبراسكا|اوماها، نبراسکا|اوماہا، نیبراسکا|ओमाहा|ওমাহা|โอมาฮา|ომაჰა|オマハ|奥马哈|오마하
Papillion,city,NE,41.15444,-96.04224,19510,Papilion|babylywn|papylywn  nbraska|pypylyn  nybraska|Папилион|Папиллион|Папіліон|بابيليون|پاپیلیون، نبراسکا|پیپیلین، نیبراسکا
South Sioux City,city,NE,42.47388,-96.41364,13319,Saut Su Siti|Saut-Su-Siti|Sous Siouks Siti|Suda Siu-Urbo|nan su cheng|sawth sywks syty|sw syty  nbraska|Саут Су Сити|Саут-Су-Сити|Саут-Су-Сіті|Соус Сиоукс Сити|ساوتھ سیو سٹی، نیبراسکا|ساوث سيوكس سيتى|ساوث سيوكس سيتي|سو سیتی، نبراسکا|南蘇城
Bedford,city,NH,42.94647,-71.5159,21188,Behdford|Narragansett Number 5|Souhegan East|bdfwrd  nywhmpshayr|bedofodo|Бедфорд|Бэдфорд|بدفورد، نیوهمپشایر|بیڈفورڈ، نیو ہیمپشائر|ベドフォード
Claremont,city,NH,43.37674,-72.34676,12984,CNH|Klehjrmont|Klermont|ke lai er meng te|klyrmant  nywhmpshayr|klyrmwnt|kureamonto|Клермонт|Клэйрмонт|كليرمونت|کلیئرمونٹ، نیو ہیمپشائر|کلیرمانت، نیوهمپشایر|クレアモント|克莱尔蒙特|克萊爾蒙特
Concord,city,NH,43.20814,-71.53757,43976,CON|Concord i New Hampshire|Kankord|Kon'kornt|Konkord|Konkorda|Konkordas|Konkords|Penacook|Pencook|Pennacook|Romford|Rumford|kamkorda|kang ke de|kankard|kankarda|kankart|knkwrd  nywhmpshayr|kongkodeu|konkodo|kwnkwrd|qwnqwrd|Κόνκορντ|Канкорд|Конкорд|Կոնկորդ|קאנקארד|קונקורד|كونكورد|کنکورد، نیوهمپشایر|کنکورڈ|کونکورڈ، نیو ہیمپشائر|कङ्कर्द|कन्कर्ड|कन्कर्ड्|काँकोर्ड|காங்கர்ட்|კონკორდი|コンコード|康科德|콩코드
Derry,city,NH,42.88064,-71.32729,22015,Dehrri|Deri|Derri|Derry Depot|West Derry|deli|deri|dry  nywhmpshayr|dyry|Дери|Дерри|Дэрри|دری، نیوهمپشایر|ديري|ڈیری، نیو ہیمپشائر|デリー|데리
Derry Village,city,NH,42.89175,-71.31201,34539,Derry
Dover,city,NH,43.19786,-70.87367,30880,Bristol|Cochecho|Cocheco|Douvur|Dovehr|Dover i New Hampshire|Hilton's Point|Nachwanach|Newichwannock|Northam|Quochecho|Winichahanat|doba|duo fu|dwfr|dwwr  nywhmpshayr|Довер|Довэр|Доувър|دوفر|دوور، نیوهمپشایر|ڈوور، نیو ہیمپشائر|ドーバー|多佛
Durham,city,NH,43.13397,-70.92645,10345,Daram|Darem|Djurkham|Oyster River|daramu|dwram  nywhmpshayr|dwrham|Дарам|Дарем|Дюрхам|دورام، نیوهمپشایر|دورهام|ڈرہم، نیو ہیمپشائر|ダーラム
East Concord,city,NH,43.24202,-71.53813,42605,
Keene,city,NH,42.93369,-72.27814,23265,EEN|Keen|Kijn|Kin|Kini|Upper Ashuelot|ji en|kin|kyn|kyn  nywhmpshayr|Кийн|Кин|Кини|Кін|كين|کین، نیو ہیمپشائر|کین، نیوهمپشایر|キーン|基恩
Laconia,city,NH,43.52785,-71.47035,16227,City of the Lakes|LCI|Lakonia|Lakonija|Meredith Bridge|la ke ni ya|lakwnya|lkwwnya  nywhmpshayr|rakonia|Лакониа|Лакония|Лаконија|لاكونيا|لاکونیا، نیو ہیمپ شائر|لکوونیا، نیوهمپشایر|ラコニア|拉科尼亚
Lebanon,city,NH,43.64229,-72.25176,13579,LEB|Libana|Libanas|Libāna|Livan|Livanos|lai ba nen|lbanwn  nywhmpshayr|lbnan|lbnan  nywhmpshayr|lbnwn|lebanan|lebanana|lebanona|lebanxn|lebeoneon|lepanan|li ba nen|rebanon|Λίβανος|Лебанон|Ліван|לבנון|لبانون، نیوهمپشایر|لبنان|لبنان، نیوهمپشایر|لیبانن، نیو ہیمپشائر|लेबनान|लेबनॉन|লেবানন|લેબનોન|லெபனான்|లెబనాన్|ಲೆಬನಾನ್|ලෙබනනය|เลบานอน|レバノン|莱巴嫩|萊巴嫩|黎巴嫩|레버넌
Londonderry,city,NH,42.86509,-71.37395,11037,Londondehrri|Londonderi|Londonderri|Nutfield|landndry  nywhmpshayr|lndndry|rondonderi|Лондондери|Лондондерри|Лондондэрри|لاندندری، نیوهمپشایر|لندندري|لنڈنڈیری، نیو ہیمپشائر|ロンドンデリー
Manchester,city,NH,42.99564,-71.45479,110229,Derryfield|Harrytown|MHT|Mancester|Mancesteris|Mancestra|Mancestro|Manchehstehr|Manchehster|Manchester i New Hampshire|Manchestur|Mancunium|Mantsester|Mançester|Manĉestro|Mančesteris|Mančestra|Namaskeag|Old Harrytown|Tyng's Town|Tyngstown|maencheseuteo|mainacestara|mamcestara|man che si te|mancestar|mancestara|manchesuta|manshstr|mantshstr|mnchstr  nywhmpshayr|mnz'str|myanacestara|myancestar|Μάντσεστερ|Манчестер|Манчестър|Манчэстер|Манчэстэр|Մանչեսթր|מנצ'סטר|مانتشستر|مانشستر|مانچسٹر، نیو ہیمپشائر|منچستر، نیوهمپشایر|मँचेस्टर|मैनचेस्टर|ম্যানচেস্টার|માન્ચેસ્ટર|மான்செஸ்டர்|మాంచెస్టర్|ಮ್ಯಾಂಚೆಸ್ಟರ್|മാഞ്ചസ്റ്റർ|මැන්චෙස්ටර්|แมนเชสเตอร์|マンチェスター|曼彻斯特|曼徹斯特|맨체스터
Merrimack,city,NH,42.86509,-71.4934,26726,East Merrimack|Merrimac|Merrimak|Souhegan East|merimakku|myrymak|Мерримак|ميريماك|میریمیک، نیو ہیمپشائر|メリマック
Nashua,city,NH,42.76537,-71.46757,87970,ASH|Watanic|na shu e|naesyua|nashwa|nshwa  nywhmpshayr|Нашуа|נשואה|ناشوا|ناشوا، نیو ہیمپشائر|نشوا، نیوهمپشایر|ナシュア|纳舒厄|내슈아
Pelham,city,NH,42.73453,-71.32451,12676,
Portsmouth,city,NH,43.07704,-70.75766,21530,PSM|Pascataquack|Piscataqua|Portsmaus|Portsmut|Rivertown|Strabery Banke|Strawberry Banck|Strawberry Bancke|Strawberry Bank|Strawberry-bank|Strawbery Banke|The Bank|bwrtsmwth|pocheumeoseu|potsumasu|prtsmwt  nywhmpshayr|pu ci mao si|pwrtsmwt'|Πόρτσμουθ|Портсмаус|Портсмут|Портсмът|Պորտսմութ|פורטסמות'|بورتسموث|پرتسموت، نیوهمپشایر|پورٹسماؤت، نیو ہیمپشائر|პორტსმუთ|ポーツマス|朴次茅斯|포츠머스
Rochester,city,NH,43.30453,-70.97562,30038,Rochehstehr|Rochestehr|Rotsester|locheseuteo|luo che si te|rachstr  nywhmpshayr|rochesuta|rwtshstr|rwz'str|Ρότσεστερ|Рочестер|Рочестэр|Рочэстэр|רוצ'סטר|راچستر، نیوهمپشایر|روتشستر|روچیسٹر، نیو ہیمپشائر|ロチェスター|罗彻斯特|羅徹斯特|로체스터
Salem,city,NH,42.78842,-71.20089,29549,Salem (New Hampshire)|Sejlem|sai lei mu|salm  nywhmpshayr|seiramu|syylm|syylm  nywhmpshayr|Салем|Сейлем|סיילם|سئیلم، نیوهمپشایر|سالم، نیوهمپشایر|سیلم، نیو ہیمپشائر|セイラム|賽勒姆
Somersworth,city,NH,43.26175,-70.86534,11759,Great Falls|Samehrs|Samersvort|Sligo|Sumersworth|Summersworth|sa mo si wo si|samazuwasu|samrzwrt  nywhmpshayr|swmrswrt'|swmrswwrth|Самерсворт|Самэрс|סומרסורת'|سامرزورت، نیوهمپشایر|سامرزورتھ، نیو ہیمپشائر|سومرسوورث|サマーズワース|萨默斯沃思|薩默斯沃思
Windham,city,NH,42.80064,-71.30423,13091,Vindkham|Wyndham|uindamu|Виндхам|وینڈم، نیو ہیمپشائر|ウィンダム
Asbury Park,city,NJ,40.22039,-74.01208,15818,ARX|Absjuri Park|Azberi Park|a si bo li pa ke|aejeubelipakeu|aesbari parka|asbry park  nyw jrsy|asbwry park  nywjrsy|Абсюри Парк|Азбери Парк|اسبری پارک، نیو جرسی|اسبوری پارک، نیوجرسی|अॅस्बरी पार्क|阿斯伯里帕克|애즈베리파크
Avenel,city,NJ,40.58038,-74.28515,17011,
Basking Ridge,city,NJ,40.70621,-74.54932,21424,Baskeridge|Baskin-Ridzh|Baskingridge|Baskinridge|ba shi jing ling|bskyng ryj|bskynq ryj  nywjrsy|Баскин-Ридж|بسکینق ریج، نیوجرسی|بسکینگ ریج|バスキン・リッジ|巴士京岭|巴士京嶺
Bayonne,city,NJ,40.66871,-74.11431,66311,Bajon|Bajonn|Bejon|Bejonn|Bergen Neck|Constabals Hoek|Pamlicae Farme|Pamrepau|baywn  nywjrsy|bei yong|beion|beiyon|byywnny  nyw jrsy|Байон|Байонн|Бейонн|Бејон|بایون، نیوجرسی|بیئوننی، نیو جرسی|ベイヨン|貝永|베이온
Belleville,city,NJ,40.79371,-74.15014,36878,Second River
Bergenfield,city,NJ,40.9276,-73.99736,27621,Behrgenfild|Bergen Fields|Bergenfields|Bergenfild|brgnfyld  nywjrsy|Бергенфилд|Бэргенфилд|برگنفیلد، نیوجرسی
Berkeley Heights,city,NJ,40.68343,-74.44265,14179,Berkley Heights
Bloomfield,city,NJ,40.80677,-74.18542,49120,Wardsesson|Wassessing|Watsaping|Watsessing
Bound Brook,city,NJ,40.56844,-74.53849,10497,Baund Bruk|Baund-Bruk|Boundbreak|Boundbrook|Bridgewater|bwnd brwk  nywjrsy|Баунд Брук|Баунд-Брук|بوند بروک، نیوجرسی
Bradley Gardens,city,NJ,40.56288,-74.6546,14206,
Carteret,city,NJ,40.57733,-74.2282,24170,Kartereht|Karteret|Roosevelt|kartrt  nywjrsy|Картерет|Картерэт|کارترت، نیوجرسی
Cedar Grove,city,NJ,40.85177,-74.22903,12457,Cedarville
Clark,city,NJ,40.63,-74.31,14628,
Cliffside Park,city,NJ,40.82149,-73.98764,24857,Kliffsajd Park|Klifsajd Park|klyfsayd park  nywjrsy|Клифсајд Парк|Клиффсайд Парк|کلف سائیڈ پارک، نیو جرسی|کلیفساید پارک، نیوجرسی
Clifton,city,NJ,40.85843,-74.16376,86334,Klifton|Weasel|ke li fu dun|keullipeuteon|klyftwn  nywjrsy|kurifuton|Клифтон|کلفٹن، نیو جرسی|کلیفتون، نیوجرسی|クリフトン|克利夫頓|클리프턴
Colonia,city,NJ,40.57455,-74.30209,17795,Colonia Station|Houtenville
Colts Neck,city,NJ,40.28761,-74.17237,10142,Calls Neck|Coles Neck|Colt's Neck|Colts Neck Township|Coltsneck|Kolts NehkTaunship|Municipio de Colts Neck|kwlts nk  nywjrsy|Колтс НэкТауншип|کولتس نک، نیوجرسی
Cranford,city,NJ,40.65844,-74.29959,22627,Krehnford|Крэнфорд
Denville,city,NJ,40.89232,-74.47738,16669,Franklin
Dover,city,NJ,40.88399,-74.5621,18346,Beamans|Dovehr|Old Tye|dawr  nywjrsy|Довер|Довэр|داور، نیوجرسی
Dumont,city,NJ,40.94065,-73.99681,18001,Djumont|Schraalenburgh|Schralenburg|Strahlenburg|damwnt  nywjrsy|Думонт|Дюмонт|دامونت، نیوجرسی
East Brunswick,city,NJ,40.42788,-74.41598,48495,E Brunswick|East Brunswick CDP|East Brunswick Township|Ist Bransvik|Ist Bransvik Taunship|Municipio de East Brunswick|branzwyk shrqy  nywjrsy|mshrqy brnzwk ٹawn shp  nyw jrsy|Ист Брансвик|Ист Брансвик Тауншип|برانزویک شرقی، نیوجرسی|مشرقی برنزوک ٹاؤن شپ، نیو جرسی
East Hanover,city,NJ,40.8201,-74.36487,12194,
East Orange,city,NJ,40.76732,-74.20487,64949,Doddtown
Eatontown,city,NJ,40.29622,-74.05097,12301,Itontaun|aytwntawn  nywjrsy|Итонтаун|ایتونتاون، نیوجرسی
Edison,city,NJ,40.51872,-74.4121,102548,Edisun|Ehdison|Ehdison Taunship|Gmina Edison|Menlo Park|adyswn  nywjrsy|ai di sheng|edisana|ediseun|ejison|etican|Едисон|Едисън|Эдисон|Эдисон Тауншип|ادیسون، نیوجرسی|ایڈیسن، نیو جرسی|एडिसन|எடிசன்|エジソン|爱迪生|에디슨
Edgewater,city,NJ,40.82704,-73.97569,12034,Edzvoter|Ehdzhuateh|Undercliff|ajwatr  nywjrsy|Еџвотер|Эджуатэ|اجواتر، نیوجرسی|ایج واٹر، نیو جرسی
Elizabeth,city,NJ,40.66399,-74.2107,129007,Ehlizabeht|Ehlizabet|Elizabet|Elizabetas|Elizabeth Town|Elizabeth Towne|Elizabethtown|Elizabets Towne|alyzabt  nywjrsy|alyzabyth|ellijabeseu|erizabesu|yi li sha bai|Елизабет|Елізабет|Элизабет|Элизабэт|אליזבת|إليزابيث|الزبتھ، نیو جرسی|الیزابت، نیوجرسی|エリザベス|伊麗莎白|엘리자베스
Elmwood Park,city,NJ,40.90399,-74.11848,20279,Dundee Lake|East Paterson|Ehlmvud Park|Elmvud Park|almwwd park  nywjrsy|Елмвуд Парк|Элмвуд Парк|الموود پارک، نیوجرسی
Englewood,city,NJ,40.89288,-73.97264,28539,Ehnglvud|Englvud|Engulud|Inglvud|Liberty Pole|anghlwwd|anglwwd  nywjrsy|en ge er wu de|eng-geul-udeu|Енглвуд|Енгълуд|Инглвуд|Энглвуд|إنغلوود|انگلوود، نیوجرسی|恩格尔伍德|엥글우드
Ewing,city,NJ,40.26983,-74.79988,36559,
Fair Lawn,city,NJ,40.94038,-74.13181,33597,Fajeh Lon|Fer Lon|fayr lawn  nywjrsy|fyyr lan  nyw jrsy|Файэ Лон|Фер Лон|فایر لاون، نیوجرسی|فیئر لان، نیو جرسی
Fairview,city,NJ,40.8126,-73.99903,14451,Fajehvju|Fervju|fayrwyw  nywjrsy|Файэвю|Фервју|فایرویو، نیوجرسی|فیئرویو، برگن کاؤنٹی، نیو جرسی
Florham Park,city,NJ,40.78788,-74.38821,11835,Afton|Broomtown|Columbia|Floram Park|Florkham Park|flwrham park  nywjrsy|Флорам Парк|Флорхам Парк|فلورهام پارک، نیوجرسی
Fords,city,NJ,40.52927,-74.31598,15187,fwrdz|fwrdz  nywjrsy|Фордс|فوردز|فوردز، نیوجرسی
Fort Lee,city,NJ,40.85093,-73.97014,36672,Fort Li|Pickletown|fotori|fwrt ly  nywjrsy|poteuli|Форт Ли|فورت لی، نیوجرسی|فورٹ لی، نیو جرسی|フォートリー|포트리
Franklin Lakes,city,NJ,41.01676,-74.2057,10899,Campgaw|Franklin Lehjks|Franklin Lejks|franklyn lyks  nywjrsy|Франклин Лејкс|Франклин Лэйкс|فرانکلین لیکس، نیوجرسی
Franklin Park,city,NJ,40.43899,-74.53515,13295,
Freehold,city,NJ,40.26011,-74.27376,11959,Borough de Freehold|Freehold Borough|Frehold|Monmouth|Monmouth Court House|Monmouth Courthouse|fei li he zi zhi shi|菲力荷自治市
Garfield,city,NJ,40.88149,-74.1132,31802,East Passaic|Garfild|gapildeu|garfyld  nywjrsy|Гарфилд|گارفیلد، نیوجرسی|گارفیلڈ، نیو جرسی|가필드
Glen Rock,city,NJ,40.96288,-74.13292,11999,Glehn Rok|Glen Rok|Glen-Rok|gln rak  nywjrsy|Глен Рок|Глен-Рок|Глэн Рок|گلن راک، نیوجرسی
Guttenberg,city,NJ,40.79205,-74.00375,11665,Gatenberg|Gattehnberg|gwtnbrg  nywjrsy|Гатенберг|Гаттэнберг|گوتنبرگ، نیوجرسی|گوٹنبرگ، نیو جرسی
Hackensack,city,NJ,40.88593,-74.04347,44834,Hackensac|Hackinsack|Haginsack|Khakensak|Khakkensak|New Barbadoes|ha ken sa ke|haekeonsaeg|hakkensakku|hknsak  nywjrsy|Хакенсак|Хаккенсак|هکنساک، نیوجرسی|ہیکینسیک، نیو جرسی|ハッケンサック|哈肯萨克|해컨색
Hamilton Square,city,NJ,40.22733,-74.65321,12784,Crossroads in Nottingham Township|Gamil'ton-Skver|Khamilton Skver|Nottingham Square|Гамильтон-Сквер|Гамільтон-Сквер|Хамилтон Сквер|ハミルトン・スクエア
Hanover,city,NJ,40.80454,-74.36682,12898,
Harrison,city,NJ,40.74649,-74.15626,15474,East Neward|Garrison|Kharison|Kharrison|haeliseun|hryswn  nywjrsy|Гаррисон|Гаррісон|Харисон|Харрисон|هریسون، نیوجرسی|ہیریسن، نیو جرسی|해리슨
Hasbrouck Heights,city,NJ,40.85816,-74.0807,12227,Hasbrouck Hts.|Khasbrouk Khehjts|hsbrak hayts  nywjrsy|Хасброук Хэйтс|هسبراک هایتس، نیوجرسی
Hawthorne,city,NJ,40.94926,-74.15375,19074,Goffle|Hopperstown|Khosorn|Khotorn|North Paterson|Small Lots|hawthwrn|Хосорн|Хоторн|هاوثورن
Highland Park,city,NJ,40.49594,-74.42432,14347,Khajland Park|Khajlend Park|haillaendeupakeu|haylnd park  nywjrsy|Хайленд Парк|Хајланд Парк|هایلند پارک، نیوجرسی|하일랜드파크
Hillsborough,city,NJ,40.4776,-74.62682,38303,Hillsboro
Hillsdale,city,NJ,41.0026,-74.04042,10559,
Hillside,city,NJ,40.70121,-74.23015,22155,Lyons Farms
Hoboken,city,NJ,40.74399,-74.03236,53635,Hobocan|Hobokena|Hoebuck|Khoboken|Khobouken|Khouboukun|habwkn  nywjrsy|hobokeon|huo bo ken|hwbwqn|Хобокен|Хобоукен|Хоубоукън|הובוקן|هابوکن، نیوجرسی|ہوبوکین، نیو جرسی|ホーボーケン|霍博肯|호보컨
Hopatcong,city,NJ,40.93288,-74.65933,14510,Brookland|Brooklyn|Khopatkong|hapatkwng  nywjrsy|Хопатконг|هاپاتکونگ، نیوجرسی
Hopatcong Hills,city,NJ,40.94399,-74.67072,16267,
Irvington,city,NJ,40.73232,-74.23487,61323,Camptown
Iselin,city,NJ,40.57538,-74.32237,18695,Ajslin|Ajzelin|EWR|ZME|ai si lin|ayslyn  nywjrsy|ayzyln|izerin|Айзелин|Айзелін|Айслин|آیسلین، نیوجرسی|إيزيلن|イゼリン|艾斯林
Jersey City,city,NJ,40.72816,-74.07764,264290,Arissheck|Dinas Jersey|Dzersi Siti|Dzersi Sitis|Dzersisitija|Dzerzi Siti|Dzhehrsi-Sici|Dzhersej Siti|Dzhersi-Siti|Dzhursi Siti|Džersi Sitis|Džērsisitija|Hudson|JEC|Jersey Ceety|Paulus Hook|Paulus's Hook|Powles Hook|Thanh pho Jersey|Thành phố Jersey|grzy syty|jajishiti|jarsi siti|jeojisiti|jrzy syty|jyrsy syty|ze xi shi|Џерзи Сити|Џерси Сити|Джерсей Сити|Джерси-Сити|Джерсі-Сіті|Джърси Сити|Джэрсі-Сіці|Ջերսի Սիթի|גרזי סיטי|جرزی سیتی|جرسی شہر، نیو جرسی|جيرسي سيتي|जर्सी सिटी|ジャージーシティ|泽西市|저지시티
Kearny,city,NJ,40.76843,-74.14542,42137,Barbadoes Neck|Karni|Kearney|Kerni|Kirni|kani|karny  nywjrsy|Карни|Керни|Кирни|کارنی، نیوجرسی|カーニー
Kinnelon,city,NJ,41.00176,-74.3671,10392,Kinelon|Kinnehlon|Smoke Rise|kynlwn  nywjrsy|Кинелон|Киннэлон|کینلون، نیوجرسی
Lakewood,city,NJ,40.09789,-74.21764,53805,Bergen Works|Bricksburg|Lakewood Township|Lehjkvud|Lejkvud|Municipio de Lakewood|Washington Furnace|lykwwd  nywjrsy|lyyqwwd|reikuuddo|Лейквуд|Лејквуд|Лэйквуд|לייקוואוד|לייקווד|لیک ووڈ ٹاؤنشپ، نیو جرسی|لیکوود، نیوجرسی|レイクウッド
Lincoln Park,city,NJ,40.92427,-74.30209,10405,Linkol'n Park|Linkoln Park|lynkln park  nywjrsy|Линколн Парк|Линкольн Парк|لینکلن پارک، نیوجرسی
Linden,city,NJ,40.62205,-74.24459,42021,LDJ|Wheatsheaf|lyndn|lyndn  nywjrsy|rinden|Линден|ليندن|لیندن، نیوجرسی|リンデン
Little Falls,city,NJ,40.86899,-74.2082,10688,Littlefalls
Little Ferry,city,NJ,40.85288,-74.04208,10963,Litl Feri|Littl Ferri|lytl fry  nywjrsy|Литл Фери|Литтл Ферри|لیتل فری، نیوجرسی
Livingston,city,NJ,40.79593,-74.31487,27853,Centerville|Cheapside|Ливингстон
Lodi,city,NJ,40.88232,-74.0832,24835,Lodaj|lady  nywjrsy|Лодај|Лоди|لادی، نیوجرسی|لوڈی، نیو جرسی
Long Branch,city,NJ,40.30428,-73.99236,30941,Longbranch|lang brnch  nywjrsy|ronguburanchi|Лонг Бранч|لانگ برنچ، نیوجرسی|ロングブランチ
Lyndhurst,city,NJ,40.81204,-74.12431,19996,New Barbadoes
Madison,city,NJ,40.75982,-74.4171,16126,Battle Hill|Bottle Hill|Medison|Mehdison|South Hanover|mdyswn  nywjrsy|Мадисон|Медисон|Медісон|Мэдисон|مدیسون، نیوجرسی|میڈیسون، نیو جرسی
Mahwah,city,NJ,41.08871,-74.14376,24062,Makhvakh|Oweno|mava|mawa  nywjrsy|Махвах|مأوا، نیوجرسی|மாவா
Manville,city,NJ,40.54094,-74.58766,10429,Hillsboro|JVI|Manvil|Mehnvill|mnwyl  nywjrsy|Манвил|Мэнвилл|منویل، نیوجرسی
Maplewood,city,NJ,40.73121,-74.27348,25008,Jefferson|Middleville
Marlboro,city,NJ,40.31539,-74.24626,40191,Marlborough
Martinsville,city,NJ,40.60121,-74.55905,11980,Martinville
Mercerville,city,NJ,40.23705,-74.68655,13230,Five Roads|Merservil|Merservill|Sandtown|mrsrwyl|mrsrwyl  nywjrsy|Мерсервил|Мерсервилл|Мерсервілл|مرسرویل|مرسرویل، نیوجرسی
Metuchen,city,NJ,40.54316,-74.3632,13886,Matochshoning|Matouchin|Metachehn|Metachen|Mitachen|mtwchn  nywjrsy|Метачен|Метачэн|Митачен|متوچن، نیوجرسی
Middlesex,city,NJ,40.5726,-74.49265,13934,Lincoln|Midlsehks|Midlseks|mydlsks  nywjrsy|Мидлсекс|Мидлсэкс|میدلسکس، نیوجرسی
Middletown,city,NJ,40.39428,-74.11709,65490,Middleton|Middletown Township|Middletowne|Municipio de Middletown|midorutaun|mydltawn  nywjrsy|مڈل ٹاؤن ٹاؤن شپ، نیو جرسی|میدلتاون، نیوجرسی|ミドルタウン
Montclair,city,NJ,40.82593,-74.20903,39701,Cranetown|Mont Clair|Speertown|West Bloomfield
Morristown,city,NJ,40.79677,-74.48154,18594,MMU|Morris Town|Morristaun|Morstaun|New Hanover|West Hanover|mo li si dui|moliseutaun|morisutaun|mwrs ٹawn  nyw jrsy|mwrys‌tawn  nywjrsy|Морристаун|Морстаун|מוריסטאון|مورس ٹاؤن، نیو جرسی|موریس‌تاون، نیوجرسی|モリスタウン|莫里斯敦|모리스타운
New Brunswick,city,NJ,40.48622,-74.45182,57035,Brunswick|Inian|Inians Ferry|Middlesex|N'ju Bransvik|N'ju-Bransuik|N'ju-Bransvik|Nju Bransvik|Nju Brunzuik|Nuevo Brunswick|The River|nyubeuleonjeuwig|nyuburanzuuikku|nyw branzwyk  nywjrsy|nyw brnzwk  nyw jrsy|nyw brwnzwyk|xin bu lang si wei ke|Њу Брансвик|Нью Брансвик|Нью-Брансвік|Нью-Брансуик|Ню Брънзуик|نيو برونزويك|نیو برانزویک، نیوجرسی|نیو برنزوک، نیو جرسی|ニューブランズウィック|新布朗斯维克|뉴브런즈윅
New Milford,city,NJ,40.9351,-74.01903,16801,N'ju Milford|Nju Milford|Novye Milford|nyw mylfwrd  nywjrsy|Њу Милфорд|Новые Милфорд|Нью Милфорд|نیو میلفورد، نیوجرسی
New Providence,city,NJ,40.69843,-74.40154,12469,N'ju Providens|N'ju-Providens|Nju Providens|Turkey|nyw prawydns  nywjrsy|Њу Провиденс|Нью Провиденс|Нью-Провиденс|نیو پراویدنس، نیوجرسی
Newark,city,NJ,40.73566,-74.17237,281944,EWR|Milford|N'juark|New Worke|Nieworke|Niouark|Niuarkas|Njuark|Novarcum|Nuarka|Nyuark|Youngs Point|n'yu'arka|n'yurka|nevark|niu hua ke|nuvark|nwrk|nyuaku|nyueokeu|nywark|nywark  nyw jrsy|nywark  nywjrsy|Ņuarka|Νιούαρκ|Њуарк|Ньюарк|Нюарк|Նյուարկ|נוארק|ניוארק|نيوآرك|نیوآرک، نیو جرسی|نیوآرک، نیوجرسی|न्यूअर्क|न्यूर्क|நுவார்க்|నెవార్క్|นวร์ก|ნიუარკი|ニューアーク|紐華克|뉴어크
North Arlington,city,NJ,40.78843,-74.1332,15904,Nors Arlington|Nort Arlington|arlyngtwn shmaly  nywjrsy|Норс Арлингтон|Норт Арлингтон|آرلینگتون شمالی، نیوجرسی
North Bergen,city,NJ,40.80427,-74.01208,63484,bei bo gen|brgn shmaly  nywjrsy|برگن شمالی، نیوجرسی|北伯根
North Plainfield,city,NJ,40.6301,-74.42737,22140,Nors Plehjnfild|Nort Plejnfild|plynfyld shmaly  nywjrsy|Норс Плэйнфилд|Норт Плејнфилд|پلینفیلد شمالی، نیوجرسی
